total_loss,p_move_loss,_runtime,value_loss,p_move_labeled_frac,oracle_total_positions,_step,policy_loss,p_move_lambda,_timestamp,aux_loss,oracle_unique_positions
1.901747465133667,1.0239155292510986,3849.034642202,0.5000919103622437,1.0,,63,1.401655673980713,,1773976509.3122437,1.0239155292510986,
2.031256675720215,1.0622575283050537,3849.190597554,0.5980446338653564,1.0,,64,1.4332120418548584,,1773976509.4682,1.0622575283050537,
1.9351617097854614,0.9572533369064331,3849.343246269,0.5102201104164124,1.0,,65,1.4249415397644043,,1773976509.6210325,0.9572533369064331,
1.956147849559784,0.957569420337677,3849.496068914,0.5613961219787598,1.0,,66,1.394751787185669,,1773976509.7738419,0.957569420337677,
,,5313.671005113,,,17368.0,67,,1.0,1773977973.9485803,,13512.0
2.4838515520095825,1.1874250173568726,5313.677126204,1.0821468830108643,1.0,,68,1.4017044305801392,,1773977973.9550116,1.1874250173568726,
2.118186354637146,1.2560960054397583,5313.8310256,0.6976485252380371,1.0,,69,1.420538067817688,,1773977974.108856,1.2560960054397583,
2.198986053466797,1.0716214179992676,5313.982851142,0.7906759977340698,1.0,,70,1.4083099365234375,,1773977974.2607017,1.0716214179992676,
2.110490322113037,1.0262784957885742,5314.13534698,0.8240945339202881,1.0,,71,1.286395788192749,,1773977974.4131458,1.0262784957885742,
2.125115156173706,1.0806405544281006,5314.439327138,0.7502169609069824,1.0,,73,1.3748981952667236,,1773977974.717147,1.0806405544281006,
1.872668981552124,1.0513098239898682,5314.510974539,0.5459025502204895,1.0,,74,1.3267663717269897,,1773977974.7888522,1.0513098239898682,
1.7535642385482788,1.111995816230774,5314.662980612,0.4927838444709778,1.0,,75,1.2607803344726562,,1773977974.9407897,1.111995816230774,
1.8545823097229004,0.9976205825805664,5314.814897902,0.5013288259506226,1.0,,76,1.3532534837722778,,1773977975.0927186,0.9976205825805664,
1.8167167901992798,1.026412844657898,5314.966844385,0.47750234603881836,1.0,,77,1.339214563369751,,1773977975.244692,1.026412844657898,
1.8630914688110352,1.0601696968078613,5315.119029888,0.5211796164512634,1.0,,78,1.341911792755127,,1773977975.3968287,1.0601696968078613,
1.7976409196853638,1.0425628423690796,5315.271060157,0.5051941275596619,1.0,,79,1.2924468517303467,,1773977975.5488691,1.0425628423690796,
1.6683894991874695,0.916880190372467,5315.339631229,0.40295907855033875,1.0,,80,1.2654304504394531,,1773977975.6174932,0.916880190372467,
1.7558972835540771,1.017496109008789,5315.491513346,0.4649156928062439,1.0,,81,1.2909815311431885,,1773977975.7693186,1.017496109008789,
1.6037566661834717,1.0341722965240479,5315.795441856,0.341350793838501,1.0,,83,1.2624058723449707,,1773977976.0732698,1.0341722965240479,
1.9610986709594727,1.0172042846679688,5315.947637213,0.6205911636352539,1.0,,84,1.3405073881149292,,1773977976.225384,1.0172042846679688,
1.8135087490081787,1.004955530166626,5316.099842355,0.48304104804992676,1.0,,85,1.330467700958252,,1773977976.3776472,1.004955530166626,
1.7083148956298828,1.0251131057739258,5316.168874429,0.3906087279319763,1.0,,86,1.3177061080932617,,1773977976.4467807,1.0251131057739258,
1.6358311176300049,1.077996015548706,5316.320968725,0.3302311897277832,1.0,,87,1.3055999279022217,,1773977976.5988421,1.077996015548706,
1.9305517673492432,0.9712269306182861,5316.473196791,0.5822303891181946,1.0,,88,1.3483214378356934,,1773977976.7510169,0.9712269306182861,
1.718989610671997,1.0136077404022217,5316.625290866,0.40351995825767517,1.0,,89,1.31546950340271,,1773977976.9031577,1.0136077404022217,
1.7971288561820984,0.9629912972450256,5316.777594636,0.43792206048965454,1.0,,90,1.3592069149017334,,1773977977.0554352,0.9629912972450256,
1.8566949367523193,0.9529478549957275,5316.929784274,0.4955682158470154,1.0,,91,1.3611266613006592,,1773977977.2076404,0.9529478549957275,
,,6828.453283465,,,18253.0,92,,1.0,1773979488.7309136,,13823.0
2.2807321548461914,1.1793596744537354,6828.460552426,1.039947509765625,1.0,,93,1.2407845258712769,,1773979488.7384179,1.1793596744537354,
2.0623297691345215,1.0473499298095703,6828.619160064,0.8389642834663391,1.0,,94,1.2233654260635376,,1773979488.8969028,1.0473499298095703,
1.9272475242614746,1.1048474311828613,6828.776198339,0.6707533597946167,1.0,,95,1.2564940452575684,,1773979489.053908,1.1048474311828613,
1.8724976778030396,0.9660648107528687,6828.934817525,0.6684283018112183,1.0,,96,1.2040692567825317,,1773979489.212471,0.9660648107528687,
1.9392012357711792,1.148457407951355,6829.092945675,0.6758440732955933,1.0,,97,1.263357162475586,,1773979489.3706455,1.148457407951355,
1.8514512777328491,1.0416780710220337,6829.249966704,0.5648519992828369,1.0,,98,1.2865992784500122,,1773979489.5276387,1.0416780710220337,
1.7729852199554443,0.9348728656768799,6829.375436204,0.6724298596382141,1.0,,99,1.100555419921875,,1773979489.6532688,0.9348728656768799,
1.6536839008331299,1.1043176651000977,6829.53532913,0.4371175765991211,1.0,,100,1.2165663242340088,,1773979489.8130572,1.1043176651000977,
1.6851831674575806,0.9174717664718628,6829.859783434,0.5235230326652527,1.0,,102,1.161660075187683,,1773979490.13728,0.9174717664718628,
1.73438560962677,0.933552622795105,6830.019326235,0.5722364783287048,1.0,,103,1.1621489524841309,,1773979490.2969491,0.933552622795105,
1.6061285138130188,0.9722055792808533,6830.176821285,0.3799703121185303,1.0,,104,1.2261581420898438,,1773979490.4544609,0.9722055792808533,
1.6846965551376343,0.829633355140686,6830.295980211,0.471168577671051,1.0,,105,1.213527798652649,,1773979490.573788,0.829633355140686,
1.4941245317459106,0.8956531286239624,6830.459075911,0.3935562074184418,1.0,,106,1.1005682945251465,,1773979490.736751,0.8956531286239624,
1.7057064175605774,0.8822256922721863,6830.618852612,0.44888508319854736,1.0,,107,1.2568213939666748,,1773979490.8964584,0.8822256922721863,
1.5732610821723938,0.9082714915275574,6830.774989135,0.41068416833877563,1.0,,108,1.1625769138336182,,1773979491.0526507,0.9082714915275574,
1.5527822375297546,0.9895520806312561,6830.933499988,0.371934175491333,1.0,,109,1.1808480024337769,,1773979491.2111552,0.9895520806312561,
1.71818208694458,1.0476303100585938,6831.092179154,0.532768189907074,1.0,,110,1.1854139566421509,,1773979491.369851,1.0476303100585938,
1.625099778175354,0.8568102121353149,6831.210284801,0.4779602289199829,1.0,,111,1.147139549255371,,1773979491.4880915,0.8568102121353149,
1.4692473411560059,0.8666982650756836,6831.36779972,0.37454426288604736,1.0,,112,1.094702959060669,,1773979491.6454515,0.8666982650756836,
1.5048903226852417,0.8554931879043579,6831.523930114,0.35753461718559265,1.0,,113,1.1473557949066162,,1773979491.801687,0.8554931879043579,
1.55641770362854,0.8360865116119385,6831.68082952,0.43558651208877563,1.0,,114,1.1208311319351196,,1773979491.9585614,0.8360865116119385,
,,8389.461187639,,,18710.0,117,,1.0,1773981049.7387018,,14278.0
2.129270553588867,1.0704870223999023,8389.467612568,0.9838082194328308,1.0,,118,1.1454622745513916,,1773981049.7454944,1.0704870223999023,
2.171704888343811,1.1923903226852417,8389.616085848,0.8751239776611328,1.0,,119,1.2965809106826782,,1773981049.893808,1.1923903226852417,
1.9274348020553589,1.127362847328186,8389.76276042,0.7535672187805176,1.0,,120,1.1738675832748413,,1773981050.0405478,1.127362847328186,
1.8513384461402893,0.9786784052848816,8389.909266259,0.7781811356544495,1.0,,121,1.0731573104858398,,1773981050.187088,0.9786784052848816,
1.7393414974212646,1.0613818168640137,8390.05564017,0.59918212890625,1.0,,122,1.1401593685150146,,1773981050.333471,1.0613818168640137,
1.6709386110305786,1.0028437376022339,8390.20221339,0.5689715147018433,1.0,,123,1.1019669771194458,,1773981050.4800208,1.0028437376022339,
1.6545581221580505,0.8515835404396057,8390.334963453,0.612303614616394,1.0,,124,1.0422544479370117,,1773981050.612804,0.8515835404396057,
1.6538360118865967,0.9240424633026123,8390.481489732,0.5167142152786255,1.0,,125,1.1371219158172607,,1773981050.7593129,0.9240424633026123,
1.615923285484314,1.0139604806900024,8390.627917053,0.4834504723548889,1.0,,126,1.1324728727340698,,1773981050.905733,1.0139604806900024,
1.5873892307281494,0.9494040012359619,8390.774284425,0.47633424401283264,1.0,,127,1.1110551357269287,,1773981051.052119,0.9494040012359619,
1.5182183980941772,0.9117947816848755,8391.06706108,0.4162595272064209,1.0,,129,1.1019587516784668,,1773981051.3448682,0.9117947816848755,
1.6520384550094604,0.9333382844924927,8391.197241377,0.514992892742157,1.0,,130,1.1370457410812378,,1773981051.4750943,0.9333382844924927,
1.5360347032546997,0.7605448961257935,8391.489868668,0.4458671808242798,1.0,,132,1.09016752243042,,1773981051.7677083,0.7605448961257935,
1.4731643199920654,0.922849178314209,8391.636225614,0.3544570505619049,1.0,,133,1.118707299232483,,1773981051.9140382,0.922849178314209,
1.542427659034729,0.9501508474349976,8391.782595178,0.36857229471206665,1.0,,134,1.1738554239273071,,1773981052.060418,0.9501508474349976,
1.4646552205085754,0.832882821559906,8391.928961778,0.3857814073562622,1.0,,135,1.078873872756958,,1773981052.2068038,0.832882821559906,
1.5898614525794983,0.9459077715873718,8392.058861274,0.39490509033203125,1.0,,136,1.1949563026428223,,1773981052.336725,0.9459077715873718,
1.48395574092865,0.8242007493972778,8392.205097078,0.3803384304046631,1.0,,137,1.1036171913146973,,1773981052.482942,0.8242007493972778,
1.5027871131896973,0.8043015003204346,8392.644206843,0.40320441126823425,1.0,,140,1.0995826721191406,,1773981052.9220526,0.8043015003204346,
1.5167606472969055,0.8206042647361755,8392.790742517,0.42688319087028503,1.0,,141,1.0898773670196533,,1773981053.0685816,0.8206042647361755,
,,10052.298164937,,,19113.0,142,,1.0,1773982712.575733,,14969.0
2.316249966621399,1.1779841184616089,10052.305954037,1.0657726526260376,1.0,,143,1.2504771947860718,,1773982712.5838246,1.1779841184616089,
2.104734182357788,1.0924677848815918,10052.46537842,0.7990269660949707,1.0,,144,1.3057072162628174,,1773982712.743181,1.0924677848815918,
1.8444018959999084,0.9663824439048767,10052.625788911,0.5978711843490601,1.0,,145,1.2465307712554932,,1773982712.9033883,0.9663824439048767,
1.8671672344207764,1.0321500301361084,10052.789089001,0.5790232419967651,1.0,,146,1.2881441116333008,,1773982713.066396,1.0321500301361084,
1.819821834564209,1.0157546997070312,10052.949005582,0.6310721635818481,1.0,,147,1.1887495517730713,,1773982713.226585,1.0157546997070312,
1.759462594985962,1.1078548431396484,10053.111959583,0.5249145030975342,1.0,,148,1.2345480918884277,,1773982713.3897386,1.1078548431396484,
1.4601442217826843,0.9102790951728821,10053.280792423,0.32724660634994507,1.0,,149,1.1328976154327393,,1773982713.5586534,0.9102790951728821,
1.602308750152588,0.8795228004455566,10053.441415042,0.4844444692134857,1.0,,150,1.1178643703460693,,1773982713.7192326,0.8795228004455566,
1.5728470087051392,0.9590369462966919,10053.925883374,0.4320276081562042,1.0,,153,1.1408194303512573,,1773982714.2037408,0.9590369462966919,
1.5916494131088257,0.9767838716506958,10054.085629389,0.38093283772468567,1.0,,154,1.2107164859771729,,1773982714.363394,0.9767838716506958,
1.5731022953987122,0.9294583201408386,10054.248428689,0.3651019036769867,1.0,,155,1.2080004215240479,,1773982714.5263329,0.9294583201408386,
1.6574352979660034,0.8791929483413696,10054.406091763,0.4765778183937073,1.0,,156,1.1808576583862305,,1773982714.6839185,0.8791929483413696,
1.5521553754806519,0.9552112817764282,10054.564162288,0.4410557746887207,1.0,,157,1.1110996007919312,,1773982714.8420465,0.9552112817764282,
1.6423826813697815,0.9938783049583435,10054.72221785,0.38825464248657227,1.0,,158,1.2541279792785645,,1773982715.000103,0.9938783049583435,
1.4061504006385803,0.8532165884971619,10054.880110769,0.31435826420783997,1.0,,159,1.091792106628418,,1773982715.157992,0.8532165884971619,
1.510669767856598,0.8052038550376892,10055.038045671,0.41096389293670654,1.0,,160,1.0997059345245361,,1773982715.3158603,0.8052038550376892,
1.46807062625885,0.8297375440597534,10055.199389179,0.3420567214488983,1.0,,161,1.1260138750076294,,1773982715.4772403,0.8297375440597534,
1.3830285668373108,0.7807936072349548,10055.35946617,0.3036835193634033,1.0,,162,1.0793451070785522,,1773982715.6372514,0.7807936072349548,
1.522179365158081,0.8018691539764404,10055.518321841,0.3148835003376007,1.0,,163,1.2072958946228027,,1773982715.7961972,0.8018691539764404,
1.488455891609192,0.866299033164978,10055.679714053,0.34166863560676575,1.0,,164,1.146787166595459,,1773982715.9571948,0.866299033164978,
1.5538311004638672,0.8725566864013672,10055.837679671,0.31060633063316345,1.0,,165,1.2432246208190918,,1773982716.1154096,0.8725566864013672,
1.5130995512008667,0.9099265336990356,10055.995774602,0.3873026371002197,1.0,,166,1.1257970333099365,,1773982716.2735686,0.9099265336990356,
,,11782.935601413,,,19483.0,167,,1.0,1773984443.2130904,,15090.0
1.9610341787338257,1.0470210313796997,11783.106676578,0.697830855846405,1.0,,169,1.2632031440734863,,1773984443.384491,1.0470210313796997,
1.8852667808532715,1.123072624206543,11783.266167446,0.6210699677467346,1.0,,170,1.2641968727111816,,1773984443.544025,1.123072624206543,
2.0073593854904175,1.061787724494934,11783.431435324,0.8047986030578613,1.0,,171,1.2025606632232666,,1773984443.7089095,1.061787724494934,
1.8550089597702026,1.125057339668274,11783.590759632,0.6016637086868286,1.0,,172,1.2533453702926636,,1773984443.8685985,1.125057339668274,
1.8012253046035767,0.9661072492599487,11783.753002485,0.6133726835250854,1.0,,173,1.1878526210784912,,1773984444.0307422,0.9661072492599487,
1.749800205230713,1.1465916633605957,11783.914311348,0.4961484968662262,1.0,,174,1.2536516189575195,,1773984444.1921332,1.1465916633605957,
1.5178190469741821,0.916253924369812,11783.939424888,0.37837663292884827,1.0,,175,1.1394424438476562,,1773984444.217194,0.916253924369812,
1.5779967904090881,0.8716701865196228,11784.10434127,0.44144582748413086,1.0,,176,1.1365509033203125,,1773984444.3818152,0.8716701865196228,
1.5555270910263062,1.015762448310852,11784.264124886,0.2974635660648346,1.0,,177,1.258063554763794,,1773984444.5418506,1.015762448310852,
1.6014318466186523,0.9971537590026855,11784.423477016,0.3509553074836731,1.0,,178,1.250476598739624,,1773984444.7012813,0.9971537590026855,
1.5903350710868835,0.8892338871955872,11784.744482886,0.4095737934112549,1.0,,180,1.1807613372802734,,1773984445.0223281,0.8892338871955872,
1.638159990310669,1.0000097751617432,11784.906072329,0.42379602789878845,1.0,,181,1.214363932609558,,1773984445.183866,1.0000097751617432,
1.5942139625549316,0.8534247875213623,11784.927665382,0.446898877620697,1.0,,182,1.1473150253295898,,1773984445.205569,0.8534247875213623,
1.4289430379867554,0.7943679094314575,11785.08535624,0.2952151894569397,1.0,,183,1.1337276697158813,,1773984445.3631322,0.7943679094314575,
1.5534011125564575,0.9138766527175903,11785.245837973,0.3021578788757324,1.0,,184,1.251243233680725,,1773984445.523651,0.9138766527175903,
1.5637503862380981,0.8093909025192261,11785.407301719,0.34843766689300537,1.0,,185,1.2153128385543823,,1773984445.6848874,0.8093909025192261,
1.4731286764144897,0.8054605722427368,11785.567187949,0.3444429636001587,1.0,,186,1.1286855936050415,,1773984445.8449247,0.8054605722427368,
1.5810748934745789,0.9095435738563538,11785.72732175,0.38497596979141235,1.0,,187,1.196099042892456,,1773984446.0050273,0.9095435738563538,
1.555054783821106,0.9547117948532104,11785.886462884,0.3337523639202118,1.0,,188,1.2213022708892822,,1773984446.164309,0.9547117948532104,
1.4288569688796997,0.815581202507019,11785.908795184,0.2832016944885254,1.0,,189,1.1456553936004639,,1773984446.1866221,0.815581202507019,
1.4488129615783691,0.8544766902923584,11786.066406804,0.3126455545425415,1.0,,190,1.1361674070358276,,1773984446.3442447,0.8544766902923584,
1.5040552616119385,0.8772590160369873,11786.223403472,0.3752220869064331,1.0,,191,1.1288331747055054,,1773984446.5012696,0.8772590160369873,
1.5118242502212524,0.8919681310653687,11786.377741956,0.35723185539245605,1.0,,192,1.154592514038086,,1773984446.6556103,0.8919681310653687,
1.4668427109718323,0.9649316668510437,11786.531879097,0.35282957553863525,1.0,,193,1.1140130758285522,,1773984446.8097577,0.9649316668510437,
1.4578518867492676,0.8688106536865234,11786.686744961,0.30508700013160706,1.0,,194,1.152764916419983,,1773984446.9645896,0.8688106536865234,
1.415220558643341,0.8468956351280212,11786.841636133,0.27606701850891113,1.0,,195,1.1391534805297852,,1773984447.119414,0.8468956351280212,
,,13461.724295233,,,18759.0,196,,1.0,1773986122.001812,,14212.0
2.233468174934387,1.0700973272323608,13461.73292003,1.0775740146636963,1.0,,197,1.1558940410614014,,1773986122.0108042,1.0700973272323608,
1.833236575126648,0.8745404481887817,13461.896457312,0.7339577674865723,1.0,,198,1.0992789268493652,,1773986122.1742249,0.8745404481887817,
1.8904837369918823,1.0392624139785767,13462.0578933,0.7068984508514404,1.0,,199,1.1835854053497314,,1773986122.3355556,1.0392624139785767,
1.7682077884674072,1.0149333477020264,13462.215289694,0.6120386719703674,1.0,,200,1.1561691761016846,,1773986122.492956,1.0149333477020264,
1.7517130374908447,0.9398453235626221,13462.370966886,0.6039206981658936,1.0,,201,1.1477923393249512,,1773986122.648405,0.9398453235626221,
1.591321587562561,0.9725555181503296,13462.528159494,0.4647456705570221,1.0,,202,1.1265759468078613,,1773986122.8058274,0.9725555181503296,
1.6072794198989868,0.8636103868484497,13462.668120044,0.526631236076355,1.0,,203,1.0806481838226318,,1773986122.945985,0.8636103868484497,
1.722573697566986,0.9703159928321838,13462.822515503,0.5539549589157104,1.0,,204,1.1686186790466309,,1773986123.0997915,0.9703159928321838,
1.5889602899551392,0.892351508140564,13462.979004635,0.48112279176712036,1.0,,205,1.107837438583374,,1773986123.2564483,0.892351508140564,
1.497778296470642,0.8792580366134644,13463.139774913,0.40725624561309814,1.0,,206,1.090522050857544,,1773986123.4175365,0.8792580366134644,
1.5785712003707886,1.0010424852371216,13463.301661897,0.3941342234611511,1.0,,207,1.1844370365142822,,1773986123.5794992,1.0010424852371216,
1.5932826399803162,0.9720590710639954,13463.463824556,0.40981823205947876,1.0,,208,1.183464527130127,,1773986123.741627,0.9720590710639954,
1.3814361095428467,0.7775754928588867,13463.613703194,0.30092471837997437,1.0,,209,1.0805113315582275,,1773986123.8916302,0.7775754928588867,
1.413301408290863,0.8699081540107727,13463.777708308,0.3295237123966217,1.0,,210,1.0837777853012085,,1773986124.0555446,0.8699081540107727,
1.424264907836914,0.9431262016296387,13463.943164261,0.2932700216770172,1.0,,211,1.1309947967529297,,1773986124.22102,0.9431262016296387,
1.505293607711792,0.8575198650360107,13464.106062644,0.3576316833496094,1.0,,212,1.1476619243621826,,1773986124.3838959,0.8575198650360107,
1.417040467262268,0.7833589315414429,13464.267821756,0.3971140384674072,1.0,,213,1.0199263095855713,,1773986124.5457032,0.7833589315414429,
1.4115691184997559,0.7956206798553467,13464.429484725,0.34495919942855835,1.0,,214,1.0666098594665527,,1773986124.707289,0.7956206798553467,
1.3646573424339294,0.8308568596839905,13464.576295668,0.28742337226867676,1.0,,215,1.077233910560608,,1773986124.854169,0.8308568596839905,
1.4466233253479004,0.8070154190063477,13464.73634922,0.38151443004608154,1.0,,216,1.0651090145111084,,1773986125.0141878,0.8070154190063477,
1.4297110438346863,0.851532518863678,13464.897932839,0.27543988823890686,1.0,,217,1.154271125793457,,1773986125.1756155,0.851532518863678,
1.410851240158081,0.8669030666351318,13465.058969758,0.3433884084224701,1.0,,218,1.067462682723999,,1773986125.3368068,0.8669030666351318,
1.3083497881889343,0.7488434910774231,13465.220616742,0.3170408308506012,1.0,,219,0.9913089871406555,,1773986125.4984677,0.7488434910774231,
1.5269319415092468,0.7383530735969543,13465.382045569,0.43279755115509033,1.0,,220,1.0941344499588013,,1773986125.6599216,0.7383530735969543,
,,15147.158337025,,,19143.0,221,,1.0,1773987807.4358666,,14692.0
