p_move_loss,policy_loss,p_move_labeled_frac,_step,_runtime,_timestamp,total_loss,value_loss
0.8982039093971252,1.559036374092102,0.546875,54,7578.826958313,1771403097.3150256,2.1176695227622986,0.5586330890655518
0.7340719103813171,1.4994206428527832,0.625,55,7579.172669199,1771403097.660633,2.017752707004547,0.5183321237564087
0.8148708343505859,1.6423699855804443,0.546875,56,7579.517969475,1771403098.006013,2.2020742893218994,0.5597043633460999
0.742596447467804,1.4100971221923828,0.5234375,57,7579.865024578,1771403098.3530324,1.8713573813438416,0.4612601697444916
0.6963563561439514,1.4373540878295898,0.5625,58,7580.214409014,1771403098.7024522,1.8997194170951843,0.46236544847488403
0.7956802845001221,1.5438027381896973,0.5546875,59,7580.382344352,1771403098.8703659,2.007298469543457,0.46349582076072693
0.7685518860816956,1.4927940368652344,0.6171875,60,7580.732801342,1771403099.220854,2.097730576992035,0.6049364805221558
0.890343189239502,1.6243155002593994,0.484375,61,7581.080835141,1771403099.5688622,2.148348569869995,0.5240331292152405
0.8085893988609314,1.5136421918869019,0.6015625,62,7581.433826809,1771403099.9218976,2.096241295337677,0.5825989842414856
0.7288810014724731,1.4621500968933105,0.5390625,63,7581.784803836,1771403100.2728505,1.9247864484786987,0.46263641119003296
1.3913750648498535,1.5221158266067505,0.640625,64,10704.032196158,1771406222.520348,2.1055805683135986,0.5834648013114929
0.9947006702423096,1.5606169700622559,0.5390625,65,10704.400163452,1771406222.8882022,2.156263828277588,0.5956469774246216
0.9012787342071533,1.4281344413757324,0.640625,66,10704.762870905,1771406223.2509305,2.0732178688049316,0.6450834274291992
0.9196590781211853,1.449379324913025,0.578125,67,10705.126099256,1771406223.6140838,2.076498806476593,0.6271194219589233
0.9897701144218445,1.5677664279937744,0.5703125,68,10705.484173753,1771406223.9722788,2.2617021203041077,0.693935751914978
0.8707196712493896,1.6045902967453003,0.5703125,69,10705.737936155,1771406224.2260854,2.1883137226104736,0.5837234258651733
0.8350163102149963,1.5660228729248047,0.515625,70,10706.06263019,1771406224.5507407,2.1380743384361267,0.5720515847206116
0.7113537788391113,1.5194686651229858,0.5234375,71,10706.412787101,1771406224.9008977,2.1088523864746094,0.5893838405609131
0.8341593742370605,1.4647101163864136,0.6328125,72,10706.763869869,1771406225.2518644,2.1180922985076904,0.6533822417259216
0.8458061218261719,1.7054336071014404,0.53125,73,10707.109392113,1771406225.5974169,2.3780927658081055,0.6726592779159546
0.7159444689750671,1.393115520477295,0.59375,74,10707.35808868,1771406225.8461049,1.9353392720222473,0.5422236919403076
0.7938222885131836,1.5571287870407104,0.5078125,75,10707.702418894,1771406226.1905155,2.122373104095459,0.5652443766593933
0.9081733226776123,1.5329949855804443,0.5859375,76,10708.046974182,1771406226.5350204,2.118804693222046,0.5858097076416016
0.846329391002655,1.5761651992797852,0.5703125,77,10708.388732798,1771406226.876789,2.2116528153419495,0.63548743724823
0.9001312255859375,1.4645910263061523,0.609375,78,10708.725826629,1771406227.2138999,2.0245447158813477,0.5599535703659058
0.5773922801017761,1.4113209247589111,0.5078125,79,10708.970767318,1771406227.4589236,1.8954766392707825,0.4841558039188385
0.8641740679740906,1.5003628730773926,0.5859375,80,10709.306490133,1771406227.794612,2.137400209903717,0.6370372772216797
0.694183349609375,1.3806493282318115,0.59375,81,10709.642451391,1771406228.1304765,1.9227099418640137,0.5420607328414917
0.6887316107749939,1.3690381050109863,0.6015625,82,10709.978041269,1771406228.4661117,1.9013836979866028,0.5323454737663269
0.7948490977287292,1.4399926662445068,0.640625,83,10710.314556354,1771406228.8025575,1.9709165692329407,0.5309238433837891
0.9752390384674072,1.4287686347961426,0.5078125,84,13957.819356466,1771409476.3075848,2.0246171951293945,0.595848560333252
1.1330573558807373,1.5404887199401855,0.5234375,85,13958.179778116,1771409476.6678183,2.145930051803589,0.6054412722587585
1.0116668939590454,1.5882995128631592,0.546875,86,13958.532144533,1771409477.0201688,2.2371777296066284,0.6488783359527588
0.9689779877662659,1.501194953918457,0.546875,87,13958.880884408,1771409477.3689346,2.145866334438324,0.6446715593338013
0.9123855829238892,1.3073747158050537,0.609375,88,13959.230351494,1771409477.718365,1.8749350309371948,0.5675601959228516
0.7765156030654907,1.3841369152069092,0.671875,89,13959.562182302,1771409478.0502057,2.0017985105514526,0.6176614165306091
0.6900480389595032,1.3624069690704346,0.6484375,90,13959.903237404,1771409478.3912573,1.9349972605705261,0.5725902915000916
0.7002785801887512,1.3023715019226074,0.6171875,91,13960.237503842,1771409478.7255454,1.8505882620811462,0.5482168197631836
0.6577460169792175,1.260462760925293,0.5625,92,13960.572575101,1771409479.0606103,1.7785456776618958,0.5180829763412476
0.7057977318763733,1.309952735900879,0.5859375,93,13960.909329348,1771409479.3973749,1.8420581221580505,0.5321054458618164
0.5715598464012146,1.4615861177444458,0.5078125,94,13961.21923374,1771409479.7072759,1.9688718914985657,0.5072856545448303
0.7192375063896179,1.334986925125122,0.6015625,95,13961.555096839,1771409480.043163,1.8860865235328674,0.5510996580123901
0.7155519723892212,1.3569053411483765,0.546875,96,13961.891848486,1771409480.3798492,1.8503559827804565,0.4934506416320801
0.6880320310592651,1.3134701251983643,0.59375,97,13962.210637612,1771409480.6986997,1.810763955116272,0.4972936511039734
0.7821701169013977,1.4261858463287354,0.5546875,98,13962.541943632,1771409481.0299702,2.0491365790367126,0.6229507923126221
0.7581480741500854,1.4916926622390747,0.5546875,99,13962.851208189,1771409481.339255,2.081647515296936,0.5899548530578613
0.6683787107467651,1.362802267074585,0.609375,100,13963.193727436,1771409481.6817615,1.9278298616409302,0.5650274753570557
0.5885432958602905,1.3813412189483643,0.6015625,101,13963.531310783,1771409482.0193439,1.893126130104065,0.5117850303649902
0.6572195291519165,1.2951029539108276,0.59375,102,13963.867575542,1771409482.3556767,1.8629530668258667,0.5678499341011047
0.6150404214859009,1.2843973636627197,0.546875,103,13964.204197423,1771409482.6922507,1.8797944784164429,0.5953972935676575
1.2675584554672241,1.4742765426635742,0.5390625,104,17527.477947014,1771413045.966174,2.123158097267151,0.6488816738128662
1.1447712182998657,1.4715622663497925,0.625,105,17527.84864395,1771413046.336673,2.039225935935974,0.5676639080047607
1.1373541355133057,1.5176037549972534,0.5625,106,17528.211817849,1771413046.6998708,2.1926236152648926,0.6750197410583496
0.9018454551696777,1.5325264930725098,0.515625,107,17528.571777646,1771413047.059851,2.250513792037964,0.7179872393608093
0.915703535079956,1.4373245239257812,0.5703125,108,17528.930367796,1771413047.4183962,2.1106197834014893,0.6732951998710632
1.038080096244812,1.35747492313385,0.5794392228126526,109,17529.290645916,1771413047.7787194,1.8916202783584595,0.5341455340385437
0.5669398307800293,1.3622794151306152,0.484375,110,17529.316492258,1771413047.8046856,1.8227605819702148,0.4604812264442444
0.8476536273956299,1.4983558654785156,0.53125,111,17529.664059486,1771413048.1521237,2.0637459754943848,0.5653902292251587
0.6439267992973328,1.254913091659546,0.5703125,112,17530.011726391,1771413048.49977,1.7707353234291077,0.515822172164917
0.8956044912338257,1.4363305568695068,0.5234375,113,17530.360239126,1771413048.8482773,2.0670582056045532,0.6307277083396912
0.7701852917671204,1.2650758028030396,0.6484375,114,17530.714362135,1771413049.2024233,1.8364211916923523,0.5713453888893127
0.7520369291305542,1.493701457977295,0.5046728849411011,115,17531.062032,1771413049.5500212,2.1284862756729126,0.634784996509552
0.7945448160171509,1.4809359312057495,0.5,116,17531.080501431,1771413049.568717,2.0401400327682495,0.5592039227485657
0.7212352752685547,1.2758815288543701,0.5546875,117,17531.427857195,1771413049.9159155,1.8276782035827637,0.5517967343330383
0.8115461468696594,1.52372407913208,0.59375,118,17531.774594923,1771413050.2626863,2.1469146609306335,0.6231906414031982
0.8130460381507874,1.3635976314544678,0.53125,119,17532.121873917,1771413050.6099539,1.834411084651947,0.470813512802124
0.8078820109367371,1.4426003694534302,0.46875,120,17532.469628701,1771413050.957747,1.9967814087867737,0.5541810989379883
0.655880331993103,1.335952877998352,0.5607476234436035,121,17532.815564268,1771413051.3036263,1.8301435708999634,0.4941908121109009
0.6416457295417786,1.4204738140106201,0.53125,122,17532.833982291,1771413051.3221672,1.927592933177948,0.5071190595626831
0.6456460356712341,1.2787339687347412,0.5703125,123,17533.179224986,1771413051.6672528,1.6728375554084778,0.39410364627838135
0.7217314839363098,1.3839718103408813,0.546875,124,17533.518735119,1771413052.0067832,1.8998333811759949,0.5158616900444031
0.8114564418792725,1.5263044834136963,0.5625,125,17533.861723568,1771413052.3497949,2.194657325744629,0.6683528423309326
0.6222540140151978,1.4533567428588867,0.515625,126,17534.211388585,1771413052.6994324,1.9828161001205444,0.5294594764709473
0.7424764037132263,1.3772344589233398,0.6168224215507507,127,17534.559838741,1771413053.047893,1.9844339489936829,0.6071995496749878
1.2276859283447266,1.4170233011245728,0.5546875,128,21292.174062082,1771416810.6622741,2.0030746459960938,0.586051344871521
0.9946276545524597,1.3325650691986084,0.65625,129,21292.533239468,1771416811.0212734,1.8898702263832092,0.5573051571846008
0.7285568714141846,1.3821711540222168,0.5546875,130,21292.883846213,1771416811.371863,1.9598228931427002,0.5776517391204834
0.981262743473053,1.5629642009735107,0.53125,131,21293.232484797,1771416811.7205257,2.1568841338157654,0.5939199924468994
1.1553587913513184,1.6629586219787598,0.484375,132,21293.581286976,1771416812.0693095,2.200222969055176,0.537264347076416
1.0389163494110107,1.5791833400726318,0.5,133,21293.927596566,1771416812.41571,2.234726667404175,0.6555432677268982
0.7099424004554749,1.2902195453643799,0.609375,134,21293.979164719,1771416812.4672747,1.8211902976036072,0.5309707522392273
0.8692063689231873,1.5349912643432617,0.5703125,135,21294.31847922,1771416812.8065994,2.1869993805885315,0.6520079970359802
0.7083845734596252,1.3139829635620117,0.6171875,136,21294.657669333,1771416813.1457148,1.9385737776756287,0.6245909333229065
0.8103653788566589,1.3280621767044067,0.5859375,137,21294.994428926,1771416813.4824917,1.9323802590370178,0.6043180823326111
0.7863308191299438,1.3737956285476685,0.5390625,138,21295.333224159,1771416813.8212574,1.9493149518966675,0.5755191445350647
0.7460535764694214,1.4378209114074707,0.5234375,139,21295.672381813,1771416814.1603792,1.9471243619918823,0.5093034505844116
0.8283241987228394,1.3509488105773926,0.5390625,140,21295.715039784,1771416814.2031484,1.933050274848938,0.5821013450622559
0.6187920570373535,1.3808743953704834,0.5703125,141,21296.053349429,1771416814.5414307,1.9048357009887695,0.5239611864089966
0.6890653371810913,1.425371766090393,0.5,142,21296.392078124,1771416814.880078,1.9424906969070435,0.5171189308166504
0.6692180037498474,1.3264257907867432,0.5546875,143,21296.730147265,1771416815.2182813,1.825698435306549,0.4992726445198059
0.7291988134384155,1.349390983581543,0.6171875,144,21297.067918002,1771416815.5559537,1.9149891138076782,0.5655982494354248
0.7308860421180725,1.391677975654602,0.546875,145,21297.405565404,1771416815.8936179,1.951478660106659,0.5598007440567017
0.6123783588409424,1.3518205881118774,0.4921875,146,21297.448438809,1771416815.9365842,1.8724358081817627,0.5206153392791748
0.707105815410614,1.3511157035827637,0.53125,147,21297.786550239,1771416816.2746859,1.8935099244117737,0.5423941612243652
0.6973023414611816,1.4753119945526123,0.53125,148,21298.124421254,1771416816.6124623,2.084806203842163,0.6094942092895508
0.6562185883522034,1.3159691095352173,0.53125,149,21298.461142198,1771416816.949181,1.8228508830070496,0.506881833076477
0.654983639717102,1.3319180011749268,0.5703125,150,21298.797865262,1771416817.2859364,1.8653701543807983,0.5334523320198059
0.7195384502410889,1.4470252990722656,0.5625,151,21299.133434014,1771416817.6215546,2.056922197341919,0.6098969578742981
0.8629570603370667,1.2524232864379883,0.5859375,152,25362.015744413,1771420880.5039058,1.9015976786613464,0.6491744518280029
1.1759957075119019,1.6778068542480469,0.5703125,153,25362.383530132,1771420880.8715525,2.376468300819397,0.6986613869667053
0.9628218412399292,1.5323750972747803,0.4453125,154,25362.741861809,1771420881.2299178,2.06914484500885,0.5367697477340698
0.8041286468505859,1.3993020057678223,0.5390625,155,25363.099839645,1771420881.5878525,1.9767956733703613,0.5774937868118286
0.8043609857559204,1.4342913627624512,0.546875,156,25363.458309889,1771420881.9463274,1.9956310987472534,0.561339795589447
0.758506178855896,1.315624713897705,0.5703125,157,25363.814905628,1771420882.302982,1.912180781364441,0.5965560674667358
0.7057440876960754,1.267676591873169,0.59375,158,25363.925528087,1771420882.4135585,1.8402833342552185,0.5726068019866943
0.8012822866439819,1.1895389556884766,0.6171875,159,25364.271865825,1771420882.759889,1.7286030054092407,0.5390639901161194
0.5924811363220215,1.1837067604064941,0.59375,160,25364.618193653,1771420883.1061983,1.6485211849212646,0.4648144543170929
0.768464982509613,1.4028332233428955,0.578125,161,25364.964332916,1771420883.4522345,2.107141077518463,0.7043077945709229
0.7629026770591736,1.3038690090179443,0.5546875,162,25365.310762302,1771420883.798778,1.9067524075508118,0.6028832793235779
0.6713153719902039,1.2769858837127686,0.5546875,163,25365.658381928,1771420884.1464415,1.8204463124275208,0.543460488319397
0.7542551159858704,1.3217183351516724,0.578125,164,25365.75941422,1771420884.2475038,1.917822539806366,0.5961042046546936
0.7883594036102295,1.3589427471160889,0.5859375,165,25366.10568865,1771420884.5937269,1.9578988552093506,0.5989559888839722
0.6209081411361694,1.419393539428711,0.5234375,166,25366.451976159,1771420884.9401054,1.9906092882156372,0.5712157487869263
0.693210244178772,1.2807681560516357,0.5703125,167,25366.797897837,1771420885.2859316,1.8218034505844116,0.5410353541374207
0.7559857964515686,1.437214970588684,0.4765625,168,25367.143222359,1771420885.6312919,2.0362319350242615,0.5990170240402222
0.7114173173904419,1.322798490524292,0.4921875,169,25367.489598796,1771420885.977664,1.8618305921554565,0.5390322208404541
0.5755195021629333,1.2324163913726807,0.5234375,170,25367.590428943,1771420886.078503,1.76248437166214,0.530068039894104
0.7502456903457642,1.323577642440796,0.5390625,171,25367.936257393,1771420886.4243653,1.9300740957260132,0.6064965128898621
0.5447419881820679,1.3726013898849487,0.5,172,25368.282104513,1771420886.7702317,1.8823012113571167,0.509699821472168
0.7196336984634399,1.3051855564117432,0.5546875,173,25368.627903204,1771420887.1159735,1.8246296644210815,0.5194441676139832
0.5690547823905945,1.2124881744384766,0.546875,174,25368.975269177,1771420887.4633086,1.6743045449256897,0.4618164300918579
0.5741971731185913,1.3549373149871826,0.515625,175,25369.321723732,1771420887.8098388,1.9116307497024536,0.5566932559013367
1.0696947574615479,1.3914289474487305,0.59375,176,29680.69980071,1771425199.188028,2.0586512088775635,0.667222261428833
0.7876222729682922,1.2435017824172974,0.609375,177,29681.065430649,1771425199.5534737,1.7669827342033386,0.523481011390686
1.0923506021499634,1.4550615549087524,0.515625,178,29681.419880499,1771425199.9079099,2.155997157096863,0.700935423374176
0.7878612875938416,1.3251779079437256,0.53125,179,29681.776227003,1771425200.2642417,1.8931174874305725,0.5679395198822021
1.0382343530654907,1.3930398225784302,0.578125,180,29682.130657563,1771425200.6187255,2.088882803916931,0.6958432197570801
0.9118796586990356,1.285091757774353,0.5390625,181,29682.482178995,1771425200.9701726,1.8525890111923218,0.5674973726272583
0.8025937080383301,1.3216785192489624,0.53125,182,29682.679128871,1771425201.1671407,1.8294806480407715,0.5078021287918091
0.6908820271492004,1.241734504699707,0.4609375,183,29683.023106005,1771425201.5111027,1.707845151424408,0.4661107659339905
0.8476563096046448,1.426494836807251,0.5390625,184,29683.366626571,1771425201.8546836,2.0893401503562927,0.662845253944397
0.7564378380775452,1.16148042678833,0.6484375,185,29683.710301972,1771425202.1983163,1.7518154978752136,0.5903351306915283
0.6964159607887268,1.2704215049743652,0.5703125,186,29684.055210564,1771425202.5432408,1.8930911421775818,0.6226695775985718
0.7731504440307617,1.2768604755401611,0.6640625,187,29684.401906583,1771425202.88994,1.9753363132476807,0.6984757781028748
0.653507649898529,1.2358039617538452,0.4765625,188,29684.586388841,1771425203.074426,1.7066450715065002,0.47084105014801025
0.7700201272964478,1.3424248695373535,0.609375,189,29684.933268325,1771425203.4213462,2.027732253074646,0.6853072047233582
0.6717879772186279,1.3478814363479614,0.515625,190,29685.280740675,1771425203.768793,1.910003423690796,0.5621219873428345
0.7972604632377625,1.2938098907470703,0.5078125,191,29685.628333202,1771425204.116326,1.8189383149147034,0.5251284837722778
0.6633103489875793,1.2189326286315918,0.5859375,192,29685.976718139,1771425204.464747,1.7901806235313416,0.571247935295105
0.6689372658729553,1.405153512954712,0.5,193,29686.323906416,1771425204.8119268,1.9918860793113708,0.5867326259613037
0.5446042418479919,1.0843183994293213,0.6328125,194,29686.509070068,1771425204.997089,1.5206432938575745,0.4363248646259308
0.6109887361526489,1.134775996208191,0.5703125,195,29686.855712267,1771425205.3437712,1.6490296125411987,0.5142534375190735
0.7174548506736755,1.336287021636963,0.578125,196,29687.203684075,1771425205.6917377,1.9821868538856506,0.6458997130393982
0.7306099534034729,1.2732036113739014,0.5703125,197,29687.55216619,1771425206.0402188,1.825737178325653,0.5525336265563965
0.627375066280365,1.251149296760559,0.5078125,198,29687.903177644,1771425206.3912144,1.684711754322052,0.43356239795684814
0.6503180861473083,1.2443153858184814,0.5078125,199,29688.257418619,1771425206.7455306,1.764696180820465,0.5203808546066284
