total_loss,value_loss,policy_loss,_step,_runtime,_timestamp
3.1157243251800537,1.0920131206512451,2.0237112045288086,0,1817.431917367,1773974227.9097316
2.9499130249023438,1.007246494293213,1.9426664113998413,1,1817.651555898,1773974228.1295614
2.9338343143463135,0.9872612953186035,1.94657301902771,2,1817.789481351,1773974228.2676458
2.8804054260253906,0.9240607023239136,1.9563446044921875,3,1817.927101003,1773974228.405295
2.8665990829467773,0.9095444679260254,1.9570547342300415,4,1818.069448095,1773974228.5476391
2.7993297576904297,0.8721804618835449,1.9271494150161743,5,1818.207227738,1773974228.6854217
2.863626718521118,0.9165418148040771,1.947084903717041,6,1818.344871156,1773974228.8230464
2.8345415592193604,0.902496337890625,1.9320452213287354,7,1818.482480212,1773974228.9606774
2.76969575881958,0.8395037651062012,1.9301918745040894,8,1818.620434609,1773974229.098641
2.8568248748779297,0.960019052028656,1.8968058824539185,9,1818.758601395,1773974229.2368104
2.6558358669281006,0.7993299961090088,1.8565058708190918,10,1818.896081176,1773974229.3742867
2.76773738861084,0.9142664670944214,1.853470802307129,11,1819.033434157,1773974229.5116515
2.6833503246307373,0.7867124080657959,1.8966379165649414,12,1819.171052557,1773974229.649228
2.530153274536133,0.7086042761802673,1.8215489387512207,13,1819.308699501,1773974229.7868805
2.638599395751953,0.7997204065322876,1.838878870010376,14,1819.446429619,1773974229.9245975
2.459059238433838,0.6626149415969849,1.796444296836853,15,1819.584082952,1773974230.0622704
2.726330041885376,0.8995716571807861,1.8267583847045898,16,3699.387946539,1773976109.8661773
2.7227659225463867,0.9009245038032532,1.8218414783477783,17,3699.526593611,1773976110.0046837
2.492737054824829,0.8386320471763611,1.6541050672531128,18,3699.660209048,1773976110.1384172
2.425982713699341,0.7626129984855652,1.6633696556091309,19,3699.793630683,1773976110.2718346
2.435720443725586,0.7373063564300537,1.6984139680862427,20,3699.927091287,1773976110.4053087
2.2981836795806885,0.7415771484375,1.5566065311431885,21,3699.953591921,1773976110.4318264
2.394458055496216,0.7536671161651611,1.6407909393310547,22,3700.087067948,1773976110.565276
2.2341952323913574,0.6706733107566833,1.5635218620300293,23,3700.221380142,1773976110.6996098
2.106072425842285,0.5832064151763916,1.522865891456604,24,3700.355114028,1773976110.833335
2.2362098693847656,0.6424753665924072,1.5937345027923584,25,3700.489363588,1773976110.967412
2.2391600608825684,0.6042593717575073,1.6349005699157715,26,3700.512263918,1773976110.9904945
2.0650696754455566,0.494354784488678,1.5707149505615234,27,3700.646393698,1773976111.1246188
2.2992825508117676,0.7047023773193359,1.594580054283142,28,3700.780127553,1773976111.258352
2.151144027709961,0.5204561948776245,1.630687952041626,29,3700.913639054,1773976111.39183
2.1938347816467285,0.5487685203552246,1.6450661420822144,30,3701.04728729,1773976111.52551
2.1411187648773193,0.6041685938835144,1.5369502305984497,31,3701.069370071,1773976111.5476112
2.1573057174682617,0.5883432030677795,1.568962574005127,32,3701.203067131,1773976111.6812994
2.1450796127319336,0.5397258996963501,1.605353593826294,33,3701.336798322,1773976111.8150353
2.0888850688934326,0.5533759593963623,1.5355091094970703,34,3701.4704743,1773976111.948712
2.080976963043213,0.5384154319763184,1.542561411857605,35,3701.604158621,1773976112.0823755
2.621863603591919,1.0798070430755615,1.5420565605163574,36,5927.339860208,1773978337.817971
2.439354419708252,0.8837213516235352,1.5556331872940063,37,5927.480590149,1773978337.9587133
2.32013201713562,0.7685126066207886,1.5516194105148315,38,5927.620084041,1773978338.0982041
2.3255367279052734,0.8019102215766907,1.5236265659332275,39,5927.758699791,1773978338.2368538
2.2367286682128906,0.7633507251739502,1.4733779430389404,40,5927.897249982,1773978338.3753994
2.109861135482788,0.6489781737327576,1.4608829021453857,41,5928.016505201,1773978338.494687
1.9140430688858032,0.544258713722229,1.3697843551635742,42,5928.155152619,1773978338.6333349
1.9078558683395386,0.47305789589881897,1.434798002243042,43,5928.294915706,1773978338.7730532
1.9948877096176147,0.6050623655319214,1.3898253440856934,44,5928.433706499,1773978338.9118845
2.093665838241577,0.681040346622467,1.4126255512237549,45,5928.572620618,1773978339.0507717
2.0035250186920166,0.5503218770027161,1.4532032012939453,46,5928.684520069,1773978339.1626954
1.9500058889389038,0.5103651285171509,1.439640760421753,47,5928.823213957,1773978339.3013732
1.9070682525634766,0.5526288747787476,1.354439377784729,48,5928.962044701,1773978339.4401948
2.0576553344726562,0.6091623306274414,1.4484928846359253,49,5929.100907493,1773978339.5790677
1.8486292362213135,0.4647539258003235,1.3838753700256348,50,5929.239651827,1773978339.7178369
1.9633400440216064,0.5716491341590881,1.391690969467163,51,5929.351408933,1773978339.8295898
1.8523436784744263,0.46343573927879333,1.3889079093933105,52,5929.490215561,1773978339.9683943
2.003347873687744,0.5628921389579773,1.440455675125122,53,5929.629108368,1773978340.107279
1.8593809604644775,0.4532396197319031,1.4061412811279297,54,5929.767979202,1773978340.246141
1.8779571056365967,0.5057939887046814,1.37216317653656,55,5929.906751207,1773978340.3849363
2.402987480163574,0.9261046648025513,1.476882815361023,56,8257.346515013,1773980667.8246832
2.186049461364746,0.796844482421875,1.389204978942871,57,8257.487000994,1773980667.9651995
2.137939453125,0.7200695276260376,1.417870044708252,58,8257.625346486,1773980668.1035547
2.1379361152648926,0.7015267610549927,1.4364092350006104,59,8257.764545171,1773980668.2427986
2.1018412113189697,0.6704676151275635,1.4313735961914062,60,8257.904723729,1773980668.3829117
1.9698158502578735,0.6211494207382202,1.3486664295196533,61,8258.044780574,1773980668.5230083
1.9411166906356812,0.5990864038467407,1.3420302867889404,62,8258.182664492,1773980668.6609132
1.9540259838104248,0.566409707069397,1.3876162767410278,63,8258.321220671,1773980668.7994587
1.8396631479263306,0.5492888689041138,1.2903742790222168,64,8258.462023959,1773980668.9402828
1.9681479930877686,0.531438410282135,1.4367095232009888,65,8258.601857028,1773980669.0800953
1.7219932079315186,0.4780232012271881,1.2439700365066528,66,8258.739360844,1773980669.2176023
1.7218399047851562,0.47486943006515503,1.2469704151153564,67,8258.878651387,1773980669.356918
1.8174259662628174,0.5511907339096069,1.2662352323532104,68,8259.016542005,1773980669.4947817
1.88946533203125,0.4933355450630188,1.396129846572876,69,8259.154743771,1773980669.6329503
1.763476014137268,0.3776811361312866,1.3857948780059814,70,8259.296222795,1773980669.7744524
1.648875117301941,0.4094429910182953,1.2394320964813232,71,8259.434271641,1773980669.9124851
1.7452926635742188,0.4224788546562195,1.322813868522644,72,8259.575515741,1773980670.053733
1.519456148147583,0.31098562479019165,1.2084705829620361,73,8259.720026823,1773980670.19825
1.693014144897461,0.4025024175643921,1.2905117273330688,74,8259.867538717,1773980670.345785
1.6386473178863525,0.3981305956840515,1.2405167818069458,75,8260.012701749,1773980670.490898
2.293560266494751,0.8625787496566772,1.4309815168380737,76,10703.119110768,1773983113.5971391
1.9629721641540527,0.6545892357826233,1.3083829879760742,77,10703.257926456,1773983113.7360837
1.9947915077209473,0.6773763298988342,1.3174151182174683,78,10703.395411766,1773983113.8736074
2.021010398864746,0.7467550039291382,1.2742552757263184,79,10703.532595444,1773983114.010782
1.8812373876571655,0.622416615486145,1.2588207721710205,80,10703.669944209,1773983114.148131
1.855455756187439,0.6097548007965088,1.2457009553909302,81,10703.807417902,1773983114.2855673
1.8026485443115234,0.6499428749084473,1.1527056694030762,82,10703.849075907,1773983114.327256
1.856296181678772,0.5617231130599976,1.2945730686187744,83,10703.986462319,1773983114.464658
1.7466797828674316,0.5437231063842773,1.2029566764831543,84,10704.123722051,1773983114.601917
1.742926836013794,0.4148176312446594,1.3281092643737793,85,10704.260944196,1773983114.7391276
1.835863709449768,0.5422564744949341,1.293607234954834,86,10704.398138409,1773983114.8763213
1.9168925285339355,0.6234951019287109,1.2933974266052246,87,10704.535338491,1773983115.0135088
1.6929998397827148,0.4140285849571228,1.2789711952209473,88,10704.569381444,1773983115.0475717
1.6459629535675049,0.411798357963562,1.2341645956039429,89,10704.707053184,1773983115.1850994
1.7720507383346558,0.5028289556503296,1.2692217826843262,90,10704.844866707,1773983115.3229258
1.6571204662322998,0.3802816569805145,1.276838779449463,91,10704.982042382,1773983115.4602273
1.558980941772461,0.33118653297424316,1.2277944087982178,92,10705.119449876,1773983115.5976052
1.8195000886917114,0.5956217050552368,1.2238783836364746,93,10705.256783108,1773983115.7349663
1.5407507419586182,0.34066706895828247,1.200083613395691,94,10705.291211428,1773983115.7694812
1.8408372402191162,0.5519415140151978,1.2888957262039185,95,10705.428483248,1773983115.9067185
1.5576112270355225,0.42751872539520264,1.1300925016403198,96,10705.565934978,1773983116.0441182
1.5969672203063965,0.4511409103870392,1.1458263397216797,97,10705.703084805,1773983116.1812599
1.492445945739746,0.3522985577583313,1.1401474475860596,98,10705.840226239,1773983116.3184383
1.6098015308380127,0.4021170735359192,1.2076845169067383,99,10705.977248374,1773983116.455477
2.531662940979004,1.1586322784423828,1.373030662536621,100,13113.811252009,1773985524.289458
2.1102395057678223,0.7990188598632812,1.311220645904541,101,13113.95144324,1773985524.4295583
1.9837654829025269,0.770187497138977,1.2135779857635498,102,13114.088609654,1773985524.5667708
1.9956867694854736,0.7414343953132629,1.2542524337768555,103,13114.226060805,1773985524.70428
2.001584529876709,0.7465988397598267,1.2549858093261719,104,13114.363576704,1773985524.8418212
1.7575068473815918,0.591518759727478,1.1659880876541138,105,13114.505771869,1773985524.9839926
1.7272229194641113,0.5791630744934082,1.1480598449707031,106,13114.643725126,1773985525.121974
1.827439308166504,0.666412353515625,1.161026954650879,107,13114.781586494,1773985525.2598255
1.7679959535598755,0.6008948087692261,1.1671011447906494,108,13114.920134655,1773985525.39828
1.736391305923462,0.5503907203674316,1.1860005855560303,109,13115.058260181,1773985525.5364308
1.7718610763549805,0.5515143871307373,1.2203466892242432,110,13115.197268894,1773985525.6754684
1.5627621412277222,0.4036291539669037,1.159132957458496,111,13115.335652778,1773985525.813844
1.6219192743301392,0.5161775350570679,1.1057417392730713,112,13115.47343605,1773985525.9515982
1.6317918300628662,0.5180671215057373,1.113724708557129,113,13115.610974112,1773985526.0891304
1.6931394338607788,0.520046591758728,1.1730928421020508,114,13115.748334036,1773985526.226542
1.5915989875793457,0.4157213568687439,1.1758776903152466,115,13115.886804471,1773985526.3650165
1.7885700464248657,0.5066999197006226,1.2818701267242432,116,13116.024759169,1773985526.503002
1.7813117504119873,0.6055295467376709,1.1757822036743164,117,13116.158069345,1773985526.6362653
1.6291849613189697,0.4859282970428467,1.143256664276123,118,13116.291297588,1773985526.7694752
1.6301909685134888,0.4916519224643707,1.1385390758514404,119,13116.425654567,1773985526.9038692
2.165203094482422,0.8154003024101257,1.349802851676941,120,15597.167468706,1773988007.6455867
2.2628238201141357,0.9557293653488159,1.3070944547653198,121,15597.3031563,1773988007.7813504
1.915684700012207,0.630118727684021,1.285565972328186,122,15597.438205745,1773988007.9164174
1.9400720596313477,0.6527099013328552,1.2873620986938477,123,15597.577076295,1773988008.0553036
1.9081460237503052,0.6157099008560181,1.292436122894287,124,15597.711741191,1773988008.189925
1.7807096242904663,0.6290242671966553,1.151685357093811,125,15597.847481745,1773988008.3257072
1.7525908946990967,0.5858955383300781,1.1666953563690186,126,15597.880845234,1773988008.3590832
1.7704914808273315,0.5159107446670532,1.2545807361602783,127,15598.017682848,1773988008.4959338
1.753416657447815,0.547853946685791,1.205562710762024,128,15598.153160797,1773988008.6313775
1.6166808605194092,0.4972643256187439,1.1194164752960205,129,15598.288461439,1773988008.766706
1.7537569999694824,0.553432047367096,1.2003248929977417,130,15598.423480177,1773988008.901733
1.7261720895767212,0.4846547544002533,1.2415173053741455,131,15598.558507148,1773988009.036756
1.5682439804077148,0.43729403614997864,1.1309499740600586,132,15598.592125901,1773988009.0703807
1.4936305284500122,0.3543865978717804,1.1392439603805542,133,15598.727283007,1773988009.2055123
1.6869652271270752,0.5201635956764221,1.1668015718460083,134,15598.862631071,1773988009.3408453
1.6250853538513184,0.4786808490753174,1.146404504776001,135,15598.997282347,1773988009.4755154
1.642557144165039,0.4058089852333069,1.2367480993270874,136,15599.132505353,1773988009.6107142
1.5813989639282227,0.3790261149406433,1.2023727893829346,137,15599.267494497,1773988009.7457206
1.5291283130645752,0.4229264259338379,1.1062018871307373,138,15599.300810118,1773988009.7790422
1.5144813060760498,0.34896451234817505,1.1655168533325195,139,15599.4365648,1773988009.914817
1.5085346698760986,0.33135175704956055,1.177182912826538,140,15599.571035241,1773988010.0492861
1.5735186338424683,0.42009058594703674,1.153428077697754,141,15599.705224159,1773988010.1834288
1.5038115978240967,0.42598801851272583,1.0778236389160156,142,15599.84075857,1773988010.3190053
1.510812520980835,0.342425674200058,1.1683868169784546,143,15599.974836561,1773988010.453059
2.4800362586975098,1.1114540100097656,1.3685822486877441,144,18219.044242679,1773990629.522467
2.1883933544158936,0.8822178840637207,1.3061754703521729,145,18219.190598775,1773990629.6688285
