value_loss,policy_loss,_step,_runtime,_timestamp,total_loss
0.607071578502655,1.984344244003296,72,10331.645269214,1769420653.2659328,2.5914158821105957
0.5554670095443726,1.9608620405197144,73,10331.834484361,1769420653.4551096,2.516329050064087
0.512684166431427,1.841948390007019,74,10332.02387485,1769420653.6440878,2.354632616043091
0.49737879633903503,1.7969374656677246,75,10332.103164541,1769420653.7238145,2.294316291809082
0.5622274875640869,2.029628276824951,76,10332.332689234,1769420653.9533036,2.591855764389038
0.6536853313446045,2.3244130611419678,77,10332.562589219,1769420654.1832519,2.9780983924865723
0.5967574119567871,1.9053301811218262,78,10332.630043916,1769420654.2506926,2.5020875930786133
0.5433603525161743,1.8770499229431152,79,10332.863581944,1769420654.4841785,2.42041015625
0.5388437509536743,1.9015014171600342,80,10333.089099941,1769420654.7097807,2.440345287322998
0.5279197096824646,1.7575011253356934,81,10333.15374933,1769420654.7744591,2.2854208946228027
0.642890214920044,2.289330005645752,82,10333.378299532,1769420654.998961,2.932220220565796
0.6488734483718872,2.1238279342651367,83,10333.604476453,1769420655.2250767,2.7727012634277344
0.5068042278289795,1.7924433946609497,84,11568.513744398,1769421890.1344044,2.2992477416992188
0.5633426904678345,1.8697161674499512,85,11568.898242527,1769421890.5185707,2.433058738708496
0.5179471969604492,1.8639954328536987,86,11569.280879934,1769421890.9012568,2.3819427490234375
0.45624804496765137,1.6438884735107422,87,11569.388567527,1769421891.0091395,2.1001365184783936
0.534970223903656,1.8692947626113892,88,11569.783912023,1769421891.4043548,2.4042649269104004
0.5158115029335022,1.7182226181030273,89,11570.194675113,1769421891.8152344,2.2340340614318848
0.4633842408657074,1.7175153493881226,90,11570.295020881,1769421891.9156706,2.1808996200561523
0.5333478450775146,1.8283545970916748,91,11570.701867947,1769421892.3224146,2.3617024421691895
0.5543177127838135,1.9218816757202148,92,11571.106685381,1769421892.7272394,2.4761993885040283
0.46391138434410095,1.7882633209228516,93,11571.210148499,1769421892.8307528,2.2521746158599854
0.46397408843040466,1.7145193815231323,94,11571.61465658,1769421893.2351823,2.1784934997558594
0.5215895771980286,1.858469009399414,95,11572.020625431,1769421893.640845,2.380058526992798
0.5757988691329956,1.9958033561706543,96,12761.427020204,1769423083.047653,2.5716023445129395
0.48005062341690063,1.6437195539474487,97,12761.784587816,1769423083.4050777,2.123770236968994
0.5876208543777466,1.9042507410049438,98,12762.175667219,1769423083.7961733,2.4918715953826904
0.4991016685962677,1.7622414827346802,99,12762.282224553,1769423083.9027853,2.261343240737915
0.5569635033607483,1.8933839797973633,100,12762.665486906,1769423084.2860096,2.450347423553467
0.5673645734786987,1.9001140594482422,101,12763.058547942,1769423084.67902,2.4674787521362305
0.5477277040481567,1.9353833198547363,102,12763.157263587,1769423084.7776277,2.4831109046936035
0.5186253786087036,1.7284038066864014,103,12763.50090825,1769423085.1211605,2.2470293045043945
0.5309524536132812,1.874281644821167,104,12763.887338294,1769423085.5078099,2.4052340984344482
0.5359817743301392,1.9103128910064697,105,12763.984000035,1769423085.6045735,2.4462947845458984
0.5779058933258057,1.9746263027191162,106,12764.37848666,1769423085.9990273,2.552532196044922
0.5760945677757263,1.9147584438323975,107,12764.767423599,1769423086.3879023,2.4908530712127686
0.5954089760780334,1.9822417497634888,108,13932.27668031,1769424253.8973296,2.577650785446167
0.44400155544281006,1.5330357551574707,109,13932.525584772,1769424254.146176,1.9770373106002808
0.5064647793769836,1.6571450233459473,110,13932.782205642,1769424254.4028552,2.163609743118286
0.5233233571052551,1.7458785772323608,111,13932.841843349,1769424254.4624608,2.2692019939422607
0.5340560674667358,1.6964515447616577,112,13933.076889123,1769424254.6974635,2.2305076122283936
0.5887728929519653,1.8711843490600586,113,13933.313842089,1769424254.9343839,2.4599571228027344
0.5123428106307983,1.812023401260376,114,13933.362678647,1769424254.9833655,2.3243660926818848
0.564310610294342,1.957108497619629,115,13933.597675711,1769424255.2182696,2.521419048309326
0.5982365012168884,1.8408966064453125,116,13933.832759606,1769424255.4533706,2.4391331672668457
0.5434576272964478,1.9161503314971924,117,13933.880641128,1769424255.5013435,2.4596080780029297
0.5441067814826965,1.8506841659545898,118,13934.114716356,1769424255.7353792,2.3947908878326416
0.4882503151893616,1.5583637952804565,119,13934.35121333,1769424255.9718304,2.046614170074463
