_runtime,_timestamp,total_loss,value_loss,policy_loss,_step
1009.73176943,1769495914.6888425,5.504481315612793,1.0277347564697266,4.476746559143066,0
1010.102349245,1769495915.0595293,3.5973432064056396,0.916426420211792,2.6809167861938477,1
1010.354568067,1769495915.3118114,3.3624753952026367,0.8782074451446533,2.4842679500579834,2
1010.415764685,1769495915.3730137,3.5222368240356445,0.8965452909469604,2.6256914138793945,3
1010.640999127,1769495915.5980933,3.2353274822235107,0.8092487454414368,2.4260787963867188,4
1010.872563226,1769495915.8297017,3.2623534202575684,0.8148781061172485,2.4474754333496094,5
1010.928234117,1769495915.8853924,2.9985110759735107,0.7808724045753479,2.2176387310028076,6
1011.182240717,1769495916.1392903,3.3437185287475586,0.9094721078872681,2.43424654006958,7
1011.459224344,1769495916.4161608,3.307710647583008,0.8292585611343384,2.478452205657959,8
1011.517411334,1769495916.4744549,3.2800469398498535,0.7657408714294434,2.51430606842041,9
1011.801247336,1769495916.758189,3.292726516723633,0.8035935163497925,2.489132881164551,10
1012.098673661,1769495917.0556524,3.0536630153656006,0.7801401019096375,2.2735228538513184,11
2270.686090452,1769497175.643393,2.7575955390930176,0.6927248239517212,2.064870595932007,12
2270.933358397,1769497175.8905199,2.405153751373291,0.5523390173912048,1.8528146743774414,13
2271.224119594,1769497176.1811812,2.8274929523468018,0.7107527852058411,2.1167402267456055,14
2271.465176829,1769497176.4220886,2.4201159477233887,0.5610349178314209,1.8590810298919678,15
2271.747771072,1769497176.7046094,2.4293878078460693,0.605496883392334,1.8238909244537354,16
2272.028469002,1769497176.985355,2.7040867805480957,0.6835165023803711,2.0205702781677246,17
2272.269874009,1769497177.2268054,2.8301424980163574,0.6759892106056213,2.154153347015381,18
2272.550352163,1769497177.5072742,2.531728506088257,0.6084055304527283,1.9233229160308838,19
2272.831208198,1769497177.7881272,2.438631057739258,0.5788632035255432,1.8597679138183594,20
2273.06453474,1769497178.0216868,2.5655760765075684,0.5708634257316589,1.9947125911712646,21
2273.286383559,1769497178.243419,2.531731605529785,0.659935712814331,1.8717957735061646,22
2273.558894395,1769497178.5157838,2.741614580154419,0.7060418128967285,2.0355727672576904,23
3680.738574971,1769498585.6958039,2.2347874641418457,0.536217212677002,1.6985701322555542,24
3680.975822985,1769498585.9326918,1.875279426574707,0.4599287509918213,1.4153506755828857,25
3681.27184278,1769498586.228711,2.1673455238342285,0.5662921667098999,1.601053237915039,26
3681.553209648,1769498586.5101335,2.0688979625701904,0.4744279384613037,1.5944700241088867,27
3681.631369142,1769498586.5883074,2.2722787857055664,0.5193883180618286,1.7528903484344482,28
3681.912955765,1769498586.8698986,2.0582997798919678,0.4893642067909241,1.5689356327056885,29
3682.147997142,1769498587.1050968,2.244905471801758,0.5479230880737305,1.6969823837280273,30
3682.378720203,1769498587.3357136,2.176543712615967,0.5505046844482422,1.626038908958435,31
3682.428942841,1769498587.3860204,1.96602201461792,0.4791542887687683,1.4868676662445068,32
3682.663767463,1769498587.620749,2.1402640342712402,0.46595698595046997,1.674307107925415,33
3682.872523004,1769498587.829548,1.9296175241470337,0.44342005252838135,1.4861974716186523,34
3683.094229393,1769498588.0513296,2.165283203125,0.5457022190093994,1.6195809841156006,35
3683.141602289,1769498588.098714,2.02120041847229,0.38701164722442627,1.6341887712478638,36
3683.384470857,1769498588.341425,2.2703676223754883,0.5306864976882935,1.7396811246871948,37
3683.667544065,1769498588.624526,2.126260757446289,0.4902608394622803,1.6359997987747192,38
3683.950894685,1769498588.907805,2.057483673095703,0.4841498136520386,1.573333740234375,39
4748.890472367,1769499653.8476999,1.5659165382385254,0.5070645213127136,1.0588520765304565,40
4749.137901266,1769499654.094819,1.0523993968963623,0.2747719883918762,0.7776273488998413,41
4749.42445308,1769499654.3813806,0.8347183465957642,0.1173299178481102,0.7173884510993958,42
4749.630627726,1769499654.5875804,0.953624963760376,0.16596996784210205,0.7876549959182739,43
4749.91797352,1769499654.8748977,1.0046417713165283,0.16020670533180237,0.8444350957870483,44
4750.20385563,1769499655.1608002,0.8266236186027527,0.17131644487380981,0.6553071737289429,45
4750.402102718,1769499655.3590302,1.0019235610961914,0.14611230790615082,0.8558112382888794,46
4750.68746189,1769499655.6444025,0.9444949626922607,0.1236150786280632,0.8208798766136169,47
4750.981349996,1769499655.9383287,0.9804126024246216,0.22475707530975342,0.7556555271148682,48
4751.174109237,1769499656.1311858,0.871094286441803,0.14710552990436554,0.7239887714385986,49
4751.45280836,1769499656.4097483,0.8970026969909668,0.16349682211875916,0.7335058450698853,50
4751.742635324,1769499656.6996248,0.8030885457992554,0.13276991248130798,0.6703186631202698,51
5676.770113199,1769500581.7273057,0.7499746680259705,0.029584133997559547,0.7203905582427979,52
5677.025827508,1769500581.982775,0.5633895993232727,0.0039959559217095375,0.5593936443328857,53
5677.317743791,1769500582.274712,0.6738870143890381,0.049937836825847626,0.6239491701126099,54
5677.478506905,1769500582.43545,0.6992018818855286,0.024356279522180557,0.6748455762863159,55
5677.769505111,1769500582.7264416,0.6146862506866455,0.005789661314338446,0.6088966131210327,56
5678.061384186,1769500583.0183382,0.6745895147323608,0.05026470869779587,0.6243247985839844,57
5678.212687619,1769500583.1695883,0.6748459339141846,0.06201920658349991,0.6128267049789429,58
5678.50138213,1769500583.458321,0.6105018258094788,0.0007149121956899762,0.6097869277000427,59
5678.790098872,1769500583.747023,0.548352062702179,0.001073919702321291,0.5472781658172607,60
5678.944560928,1769500583.9015174,0.6440287232398987,0.0303423423320055,0.6136863827705383,61
5679.230633253,1769500584.187549,0.5136621594429016,0.012199083343148232,0.5014630556106567,62
5679.519235977,1769500584.476201,0.5587422251701355,0.01771668717265129,0.5410255193710327,63
6521.055822719,1769501426.0131493,0.7179585695266724,0.030397985130548477,0.6875605583190918,64
6521.282304868,1769501426.2393963,0.7727484703063965,0.0604296438395977,0.7123188376426697,65
6521.506906322,1769501426.4640174,0.6702691912651062,8.69497744133696e-05,0.6701822280883789,66
6521.598034462,1769501426.5551755,0.6875303983688354,9.159196633845568e-05,0.6874387860298157,67
6521.808567037,1769501426.765724,0.6817386150360107,0.00010886419477174059,0.6816297769546509,68
6522.021414016,1769501426.978562,0.6049367785453796,0.03130115196108818,0.5736356377601624,69
6522.110935865,1769501427.0680695,0.6871834993362427,0.001375532359816134,0.6858079433441162,70
6522.323974299,1769501427.2811482,0.6511768102645874,8.746044477447867e-05,0.6510893702507019,71
6522.537919582,1769501427.495065,0.7467578649520874,0.030376872047781944,0.7163810133934021,72
6522.627590857,1769501427.5847025,0.6791621446609497,0.030330540612339973,0.6488316059112549,73
6522.846002312,1769501427.803053,0.5486896634101868,0.03888098523020744,0.5098086595535278,74
6523.079337254,1769501428.036559,0.678566038608551,0.00017997040413320065,0.6783860921859741,75
7341.977422901,1769502246.9346585,0.7186009883880615,9.85943479463458e-05,0.718502402305603,76
7342.200893764,1769502247.1579695,0.6835857033729553,0.03055788390338421,0.6530278325080872,77
7342.422354926,1769502247.3793783,0.7125672698020935,0.09129495173692703,0.6212723255157471,78
7342.505311294,1769502247.4622557,0.6922381520271301,0.03285752236843109,0.6593806147575378,79
7342.787582533,1769502247.7445207,0.7367667555809021,0.030829139053821564,0.7059376239776611,80
7343.070903917,1769502248.0278757,0.6772101521492004,0.030094433575868607,0.6471157073974609,81
7343.154217397,1769502248.1111732,0.7468166351318359,0.029918164014816284,0.7168984413146973,82
7343.438576375,1769502248.3955524,0.617128312587738,0.0004446147067938,0.6166837215423584,83
7343.722611482,1769502248.6795938,0.7300860285758972,0.061934784054756165,0.6681512594223022,84
7343.805811204,1769502248.762739,0.8349825739860535,0.03128168731927872,0.803700864315033,85
7344.092363889,1769502249.0492935,0.7459403872489929,0.030262982472777367,0.7156773805618286,86
7344.39634327,1769502249.3532631,0.6895233988761902,0.00036466639721766114,0.6891587376594543,87
8082.638045691,1769502987.5952804,0.6013751029968262,0.00017195935652125627,0.6012031435966492,88
8082.886672736,1769502987.84358,0.6584122776985168,7.119037036318332e-05,0.658341109752655,89
8083.172535301,1769502988.1294773,0.7166118025779724,0.000246868294198066,0.7163649201393127,90
8083.222117961,1769502988.1791415,0.7974070906639099,0.030705280601978302,0.7667018175125122,91
8083.511050452,1769502988.4679587,0.8704804182052612,0.0002888329909183085,0.8701915740966797,92
8083.79633977,1769502988.7532773,0.7792530655860901,0.00010793099500006065,0.7791451215744019,93
8083.834330241,1769502988.7914035,0.7215492129325867,0.03097504936158657,0.6905741691589355,94
8084.116924635,1769502989.0738378,0.5917327404022217,0.0001993369369301945,0.5915334224700928,95
8084.401570429,1769502989.358568,0.7169237732887268,0.0002957706747110933,0.7166280150413513,96
8084.439909162,1769502989.396385,0.6164950728416443,0.0003061648167204112,0.6161888837814331,97
8084.723819904,1769502989.6807683,0.7093346118927002,0.06170913949608803,0.6476254463195801,98
8085.00798065,1769502989.9650242,0.6193583607673645,0.00010096556798089296,0.619257390499115,99
8794.783733799,1769503699.7409976,0.6494519114494324,0.00018434756202623248,0.6492675542831421,100
8795.036620951,1769503699.9936078,0.6418399810791016,0.00024506275076419115,0.6415949463844299,101
8795.327077033,1769503700.2839994,0.754469096660614,0.05744677782058716,0.6970223188400269,102
8795.350332071,1769503700.3075328,0.773269534111023,0.0002682356280274689,0.7730013132095337,103
8795.637882234,1769503700.5948904,0.6630801558494568,0.00016466499073430896,0.6629154682159424,104
8795.913898776,1769503700.870806,0.7873985171318054,0.012234147638082504,0.7751643657684326,105
8795.928588101,1769503700.8857203,0.806982696056366,0.0004482973017729819,0.8065344095230103,106
8796.206286712,1769503701.1632645,0.7315272092819214,0.00010132876923307776,0.7314258813858032,107
8796.485615104,1769503701.44264,1.6539738178253174,0.5444547533988953,1.109519124031067,108
8796.500140772,1769503701.4573936,1.3165926933288574,0.35056552290916443,0.9660272002220154,109
8796.77055938,1769503701.7276826,0.6927441358566284,0.03131292760372162,0.6614311933517456,110
8797.030418933,1769503701.9875014,0.856277346611023,0.0006037811399437487,0.8556735515594482,111
9495.724748687,1769504400.6819835,0.7815333604812622,0.0597841814160347,0.7217491865158081,112
9495.976881007,1769504400.9338174,0.769009530544281,0.0002888117451220751,0.7687207460403442,113
9496.263699087,1769504401.2206485,0.6536951065063477,0.0002666799118742347,0.6534284353256226,114
9496.285970449,1769504401.2432108,0.7016350626945496,0.061718232929706573,0.6399168372154236,115
9496.569577957,1769504401.5267253,0.7091819643974304,0.03492395952343941,0.6742579936981201,116
9496.867816161,1769504401.8248916,0.8294919729232788,0.0003675866173580289,0.829124391078949,117
9496.883541821,1769504401.840689,0.7328757047653198,0.030745940282940865,0.7021297812461853,118
9497.168903347,1769504402.1260262,0.7568361759185791,0.031659580767154694,0.7251765727996826,119
9497.454176215,1769504402.4111326,0.643463134765625,0.00011109238403150812,0.6433520317077637,120
9497.469142313,1769504402.4262993,0.825846254825592,0.030664006248116493,0.7951822280883789,121
9497.757553345,1769504402.7145295,0.7356582880020142,0.031602296978235245,0.7040559649467468,122
9498.045472949,1769504403.0024986,0.5989918112754822,0.0002941950224339962,0.5986976027488708,123
