_step,_runtime,_timestamp,total_loss,value_loss,policy_loss
92,16900.171541098,1769477853.990177,0.68267822265625,0.03090718947350979,0.6517710089683533
93,16900.241291693,1769477854.0599618,0.647994875907898,0.033347588032484055,0.6146472692489624
94,16900.394806426,1769477854.2134838,0.7460077404975891,0.02763253077864647,0.7183752059936523
95,16900.548268931,1769477854.3669508,0.7638065218925476,0.0113005256280303,0.7525060176849365
96,18531.224655774,1769479485.04339,0.8697155714035034,0.061957839876413345,0.8077577352523804
97,18531.378769862,1769479485.1975071,0.7073532342910767,0.06228599324822426,0.6450672149658203
98,18531.530604079,1769479485.3493693,0.9258841276168823,0.09291325509548187,0.8329708576202393
99,18531.598269696,1769479485.4170227,0.7890793085098267,0.00023182334552984685,0.7888475060462952
100,18531.751188852,1769479485.5699198,0.6338715553283691,0.0009317004005424678,0.632939875125885
101,18531.903990445,1769479485.7227573,0.7265585660934448,0.061783239245414734,0.6647753119468689
102,18531.966948145,1769479485.7856817,0.6544613838195801,0.0003055869892705232,0.6541557908058167
103,18532.11991572,1769479485.9386857,0.6681210398674011,0.005473891273140907,0.6626471281051636
104,18532.272940005,1769479486.0917106,0.5718580484390259,0.00018598313909024,0.5716720819473267
105,18532.335038621,1769479486.1538048,0.6370468735694885,0.00021155249851290137,0.6368353366851807
106,18532.487082749,1769479486.305851,0.6560719609260559,0.00023667560890316963,0.6558352708816528
107,18532.63965272,1769479486.458423,0.6879212260246277,0.00031671865144744515,0.6876044869422913
108,20107.870088834,1769481061.6888096,0.8533181548118591,0.00019544355745892972,0.8531227111816406
109,20108.024647327,1769481061.8434067,0.8560639023780823,0.00019919598707929254,0.8558647036552429
110,20108.177150706,1769481061.9958994,0.705649733543396,0.0001226401363965124,0.7055270671844482
111,20108.238933535,1769481062.0576746,0.8311319947242737,0.031053854152560234,0.8000781536102295
112,20108.391775982,1769481062.2105453,0.6615464091300964,0.0613839291036129,0.6001625061035156
113,20108.544105864,1769481062.3628545,0.7346749901771545,5.440185486804694e-05,0.7346205711364746
114,20108.600349475,1769481062.419113,0.7956405282020569,3.06864021695219e-05,0.7956098318099976
115,20108.753021738,1769481062.5717878,0.7287679314613342,4.544920375337824e-05,0.7287224531173706
116,20108.905304314,1769481062.7240622,0.6510302424430847,0.00028451706748455763,0.6507457494735718
117,20108.961525394,1769481062.7802944,0.7528401613235474,4.286145849619061e-05,0.7527973055839539
118,20109.113925423,1769481062.9326937,0.772864580154419,5.278619937598705e-05,0.772811770439148
119,20109.266305634,1769481063.0850613,0.7565758228302002,2.6607940526446328e-05,0.7565492391586304
120,21580.946568264,1769482534.7652378,0.6390973925590515,0.00016676205268595368,0.63893061876297
121,21581.100702233,1769482534.9194303,0.7923140525817871,6.646257679676637e-05,0.7922475934028625
122,21581.25337434,1769482535.0720108,0.7043430209159851,0.0010948913404718041,0.703248143196106
123,21581.306486775,1769482535.1251702,0.632926344871521,8.24874296085909e-05,0.6328438520431519
124,21581.491257652,1769482535.3099205,0.7376421689987183,2.010212847380899e-05,0.737622082233429
125,21581.650658301,1769482535.4693797,0.8138325810432434,0.030751869082450867,0.7830806970596313
126,21581.689737426,1769482535.5084696,0.8183892369270325,6.072221731301397e-05,0.8183284997940063
127,21581.840709867,1769482535.6594455,0.7346707582473755,0.00020069352467544377,0.7344700694084167
128,21581.992733681,1769482535.8114474,0.6826707720756531,4.55689660157077e-05,0.6826251745223999
129,21582.030275956,1769482535.8490224,0.6814020872116089,0.00012567132944241166,0.6812764406204224
130,21582.181842663,1769482536.0005825,0.7234002351760864,5.162506568012759e-05,0.7233486175537109
131,21582.333621215,1769482536.1523566,0.6566479206085205,0.00023531567421741784,0.6564126014709473
