_step,_runtime,_timestamp,total_loss,value_loss,p_move_loss,policy_loss,p_move_labeled_frac
54,6072.772196356,1771783940.562178,1.46104097366333,0.37250471115112305,0.42786705493927,1.088536262512207,0.53125
55,6073.145186414,1771783940.935172,1.8418825268745422,0.49653202295303345,0.4886471629142761,1.3453505039215088,0.4140625
56,6073.385906173,1771783941.1759176,1.8637944757938385,0.46937063336372375,0.4201246201992035,1.3944239616394043,0.4375
57,6073.761512613,1771783941.551539,1.3396626114845276,0.32683172821998596,0.4195238947868347,1.0128309726715088,0.5703125
58,6074.133878696,1771783941.9238694,1.677698016166687,0.40882015228271484,0.5453189611434937,1.2688778638839722,0.484375
59,6074.507210338,1771783942.2972105,1.4005107879638672,0.3709959387779236,0.3834606409072876,1.0295147895812988,0.5703125
60,8002.21943574,1771785870.0095835,1.8248285055160522,0.4871993958950043,1.1491483449935913,1.3376290798187256,0.5
61,8002.604905079,1771785870.3948805,1.8234867453575134,0.48180949687957764,0.6403582692146301,1.341677188873291,0.390625
62,8002.985435226,1771785870.775387,1.3816055059432983,0.3723098039627075,0.6434437036514282,1.0092958211898804,0.5546875
63,8003.366622079,1771785871.1565824,1.466246485710144,0.4490295350551605,0.6895142793655396,1.0172168016433716,0.4921875
64,8003.660456139,1771785871.4504356,1.5125442743301392,0.40881818532943726,0.5744322538375854,1.1037259101867676,0.5546875
65,8004.03530189,1771785871.8253303,1.5974911451339722,0.4206838607788086,0.7460852861404419,1.176807165145874,0.4296875
66,8004.408444757,1771785872.198399,1.6695147156715393,0.38559436798095703,0.5408992171287537,1.283920407295227,0.4453125
67,8004.782473465,1771785872.57242,1.4440526962280273,0.4064861238002777,0.41228997707366943,1.0375665426254272,0.4296875
68,8005.067397719,1771785872.8573327,1.5108889937400818,0.41291505098342896,0.5535853505134583,1.0979739427566528,0.4765625
69,8005.441348348,1771785873.2313578,1.745356798171997,0.4783008396625519,0.5216729640960693,1.2670559883117676,0.3984375
70,8005.815425746,1771785873.6053944,1.596567839384079,0.475485622882843,0.47133925557136536,1.1210823059082031,0.4609375
71,8006.19010513,1771785873.9800932,1.4670201539993286,0.3704439401626587,0.5770684480667114,1.09657621383667,0.484375
72,8006.476172198,1771785874.2661583,1.6646426022052765,0.44742247462272644,0.36815187335014343,1.2172200679779053,0.4375
73,8006.850420172,1771785874.6403546,1.2319838404655457,0.2619057297706604,0.40997225046157837,0.9700781106948853,0.5078125
74,8007.225629524,1771785875.015639,1.474826991558075,0.2671275734901428,0.41787081956863403,1.2076995372772217,0.390625
75,8007.600501114,1771785875.3904815,1.2485959827899933,0.28808507323265076,0.3063976466655731,0.9605108499526978,0.4140625
76,9789.740353678,1771787657.5305252,1.3515299558639526,0.33357512950897217,0.4648017883300781,1.0179548263549805,0.421875
77,9790.107354382,1771787657.8972716,1.3692743182182312,0.2494393140077591,0.5201912522315979,1.1198350191116333,0.3828125
78,9790.472958905,1771787658.2628891,1.1753560304641724,0.25599220395088196,0.35471010208129883,0.919363796710968,0.515625
79,9790.836808266,1771787658.6267776,1.101056545972824,0.19460135698318481,0.44831815361976624,0.9064552783966064,0.421875
80,9791.065445288,1771787658.8554175,1.4208616018295288,0.2551283836364746,0.5296720266342163,1.1657332181930542,0.453125
81,9791.427005057,1771787659.216988,1.1098807156085968,0.254114031791687,0.32838568091392517,0.8557666540145874,0.4765625
82,9791.789197964,1771787659.5791898,1.2310475707054138,0.3009910583496094,0.34341222047805786,0.930056631565094,0.421875
83,9792.151628595,1771787659.9415936,1.400204211473465,0.3364877700805664,0.41010043025016785,1.0637164115905762,0.40625
84,9792.370120034,1771787660.1601481,1.1174330413341522,0.19343334436416626,0.31162431836128235,0.9239996671676636,0.4296875
85,9792.732874178,1771787660.5229087,1.2748784720897675,0.27442118525505066,0.38068071007728577,1.0004572868347168,0.4296875
86,9793.094497436,1771787660.8845007,1.1463085412979126,0.22988227009773254,0.37192773818969727,0.9164262413978577,0.3984375
87,9793.456210013,1771787661.2461908,1.1393806338310242,0.3007431626319885,0.36094170808792114,0.8386375904083252,0.46875
88,9793.672077517,1771787661.4621208,1.0678187310695648,0.16199453175067902,0.36172178387641907,0.9058241844177246,0.4765625
89,9794.031720318,1771787661.8216789,1.1652926206588745,0.30364394187927246,0.2763174772262573,0.861648678779602,0.4140625
90,9794.395306055,1771787662.185297,1.0331016182899475,0.13503599166870117,0.3524159789085388,0.8980656862258911,0.453125
91,9794.75711008,1771787662.5471058,1.1243008077144623,0.25889086723327637,0.32508495450019836,0.8654099702835083,0.46875
92,11542.055456303,1771789409.8456304,1.173441082239151,0.28224897384643555,0.45512375235557556,0.8911920785903931,0.421875
93,11542.435259384,1771789410.2252223,1.1760072112083435,0.11993063986301422,0.3967352509498596,1.0560766458511353,0.3671875
94,11542.810684162,1771789410.6007032,0.9342012107372284,0.11650330573320389,0.32484689354896545,0.8176978826522827,0.484375
95,11543.182280804,1771789410.9723475,0.9771569967269897,0.1663876622915268,0.3401066064834595,0.8107693791389465,0.453125
96,11543.371865942,1771789411.1618862,1.1296965777873993,0.17540466785430908,0.3155372440814972,0.9542918801307678,0.46875
97,11543.746430399,1771789411.536386,1.1507429480552673,0.15373705327510834,0.33537012338638306,0.997005820274353,0.46875
98,11544.12081454,1771789411.9108176,1.1024594008922577,0.18883833289146423,0.27025237679481506,0.9136210680007935,0.4375
99,11544.496509571,1771789412.2864866,1.0798833668231964,0.07111801207065582,0.32886359095573425,1.0087653398513794,0.421875
100,11544.678522906,1771789412.4684641,1.1712515950202942,0.16953045129776,0.3435179591178894,1.0017211437225342,0.40625
101,11545.051375291,1771789412.84134,0.9742011427879333,0.12693770229816437,0.3541674017906189,0.8472634553909302,0.4375
102,11545.425915008,1771789413.2159002,1.2940037846565247,0.28166714310646057,0.3148764967918396,1.0123367309570312,0.3828125
103,11545.799711252,1771789413.5896997,0.8453839123249054,0.12771198153495789,0.2834030091762543,0.7176718711853027,0.5078125
104,11546.170817755,1771789413.7708962,0.9800169169902802,0.03423978388309479,0.24822023510932922,0.945777177810669,0.4375
105,11546.541054467,1771789414.3310585,0.9734426438808441,0.06611653417348862,0.28698495030403137,0.9073261618614197,0.40625
106,11546.914075408,1771789414.7040725,1.0398322641849518,0.1481555849313736,0.34591469168663025,0.891676664352417,0.4765625
107,11547.28704583,1771789415.0770593,1.1620555222034454,0.1818782389163971,0.2724929749965668,0.9801772832870483,0.4375
108,13410.941237678,1771791278.731453,0.952687606215477,0.09827876091003418,0.24706687033176422,0.8544088006019592,0.46875
109,13411.315148018,1771791279.1051126,0.9398335814476013,0.03983784839510918,0.35656338930130005,0.8999956846237183,0.3984375
110,13411.686152262,1771791279.4762235,1.0108743011951447,0.03322345018386841,0.3110961616039276,0.9776507616043091,0.3984375
111,13412.059098783,1771791279.8491893,1.0212743282318115,0.03617226332426071,0.3287961483001709,0.9851020574569702,0.375
112,13412.246731738,1771791280.0367105,1.029618114233017,0.03313048556447029,0.3202942907810211,0.9964876770973206,0.390625
113,13412.607160426,1771791280.3971484,0.8097358345985413,0.004298826679587364,0.30061691999435425,0.8054370880126953,0.484375
114,13412.96912375,1771791280.7591035,0.85052490234375,0.03205890208482742,0.361828088760376,0.818466067314148,0.484375
115,13413.330676563,1771791281.1206229,0.9950714409351349,0.03449998423457146,0.30659350752830505,0.9605714678764343,0.421875
116,13413.507703363,1771791281.2976913,0.9552424550056458,0.04115889593958855,0.26896947622299194,0.9140834808349609,0.4609375
117,13413.870209734,1771791281.6601365,0.9188385307788849,0.031074298545718193,0.2737809121608734,0.8877642750740051,0.4375
118,13414.231565672,1771791282.0215573,0.9223446846008301,0.03459026664495468,0.3336397409439087,0.8877544403076172,0.3984375
119,13414.592599477,1771791282.382612,0.8408541083335876,0.03121713362634182,0.32771748304367065,0.8096369504928589,0.4921875
120,13414.767254878,1771791282.557244,0.9786967635154724,0.0013035323936492205,0.39022451639175415,0.9773932099342346,0.3125
121,13415.130025694,1771791282.9200675,0.863493025302887,0.06298157572746277,0.2746235728263855,0.800511360168457,0.4765625
122,13415.490150919,1771791283.280138,1.0664508938789368,0.06379283964633942,0.2846910357475281,1.0026580095291138,0.34375
123,13415.851387559,1771791283.64137,1.020258218050003,0.0654355064034462,0.3475275933742523,0.9548226594924927,0.3671875
124,15220.11453111,1771793087.9047186,0.8803373277187347,0.06061745434999466,0.358532577753067,0.8197198510169983,0.4375
125,15220.485309665,1771793088.2753146,1.0343891978263855,0.1334255486726761,0.3783636689186096,0.9009637236595154,0.5
126,15220.854234941,1771793088.6442518,0.8822734951972961,0.05335953086614609,0.33012646436691284,0.8289139270782471,0.4765625
127,15221.226870276,1771793089.016868,0.876179039478302,0.03907904773950577,0.32716113328933716,0.8370999693870544,0.4765625
128,15221.383519108,1771793089.1734984,0.922753095626831,0.07525427639484406,0.31696581840515137,0.8474987745285034,0.4765625
129,15221.755376289,1771793089.5453167,0.915888637304306,0.04509970173239708,0.26476040482521057,0.8707889318466187,0.4140625
130,15222.127111413,1771793089.9171205,0.8949293494224548,0.03559653460979462,0.36278921365737915,0.859332799911499,0.4765625
131,15222.498778479,1771793090.2888124,1.2212474048137665,0.15640954673290253,0.17725196480751038,1.06483793258667,0.359375
132,15222.647252321,1771793090.4372616,0.915582001209259,0.015501338988542557,0.3364810347557068,0.900080680847168,0.421875
133,15223.01969865,1771793090.8097093,0.8470387160778046,0.03492910787463188,0.22471526265144348,0.8121095895767212,0.4375
134,15223.386373096,1771793091.176382,1.0168550908565521,0.06392490118741989,0.3243474066257477,0.9529302716255188,0.390625
135,15223.758930341,1771793091.5489488,0.9323817491531372,0.061328135430812836,0.2619142532348633,0.8710536360740662,0.421875
136,15223.907153949,1771793091.697157,1.0290962904691696,0.039151791483163834,0.19098182022571564,0.9899443984031677,0.375
137,15224.279408532,1771793092.0693958,1.324007511138916,0.256161630153656,0.399219274520874,1.0678458213806152,0.3828125
138,15224.648199141,1771793092.4382312,1.160231351852417,0.11618182808160782,0.25851869583129883,1.0440495014190674,0.3671875
139,15225.020007754,1771793092.8100924,0.8489174544811249,0.032335516065359116,0.2812894880771637,0.8165819644927979,0.4453125
140,17031.569780015,1771794899.3599503,0.9323088824748993,0.06413444876670837,0.4028380215167999,0.8681744933128357,0.4453125
141,17031.942575364,1771794899.7325406,1.1747967600822449,0.08045892417430878,0.35954052209854126,1.094337821006775,0.4296875
142,17032.307065616,1771794900.0971093,0.8646062612533569,0.0056215678341686726,0.2636054754257202,0.8589847683906555,0.4609375
143,17032.676652976,1771794900.466627,0.892963171005249,0.07252461463212967,0.2969810962677002,0.8204385042190552,0.453125
144,17032.81850763,1771794900.6084938,1.1071890592575073,0.12251164019107819,0.3886237144470215,0.9846774339675903,0.4140625
145,17033.189621356,1771794900.9795878,0.8904784023761749,0.05935205519199371,0.26820191740989685,0.83112633228302,0.4921875
146,17033.559622507,1771794901.3496683,0.9447627365589142,0.034686725586652756,0.36026856303215027,0.9100759625434875,0.4296875
147,17033.931024367,1771794901.7211356,0.9782962799072266,0.06609873473644257,0.26167750358581543,0.9121975898742676,0.4296875
148,17034.065528494,1771794901.855576,0.9690217077732086,0.0970403403043747,0.2866238057613373,0.8719813823699951,0.4609375
149,17034.435523675,1771794902.225596,1.0450638830661774,0.10550637543201447,0.2567542493343353,0.9395574927330017,0.453125
150,17034.807219378,1771794902.597309,1.0846922993659973,0.1281369924545288,0.3054754137992859,0.9565553069114685,0.4375
151,17035.173731406,1771794902.9637463,1.1559210121631622,0.06763764470815659,0.33123573660850525,1.0882833003997803,0.390625
152,17035.296821445,1771794903.086841,0.8313652873039246,0.12288802117109299,0.18606048822402954,0.708477258682251,0.5
153,17035.639309084,1771794903.4292397,0.911338284611702,0.04104252904653549,0.24852626025676727,0.8702957630157471,0.4453125
154,17035.984356086,1771794903.7743003,0.9904729723930359,0.0906304270029068,0.3160422444343567,0.8998425006866455,0.4296875
155,17036.350653539,1771794904.1406064,0.8292377889156342,0.03306826204061508,0.22071030735969543,0.7961695194244385,0.5
